company_name,phase,query_or_url,backend_used,success,error_message,extracted_data_json,raw_html_snippet,timestamp
WorkWave,2.1_public_market,"""WorkWave"" (ticker OR ""market cap"" OR site:finance.yahoo.com OR site:marketwatch.com)",serper,True,,"{""is_public"": false, ""ticker"": null, ""exchange"": null, ""market_cap"": null}","• [WorkWave Announces Wavelytics™ Decision Intelligence, Evolving ...](https://finance.yahoo.com/news/workwave-announces-wavelytics-decision-intelligence-171500153.html)   Stock market · Newsletters · Crypto · Tech · Tariffs; More Topics. Economies ... WorkWave (PRNewsfoto/WORKWAVE). • [WorkWave - Overview, News & Similar companies | ZoomInfo.com](https://www.zoominfo.com/c/workwave/60573836)   WorkWave is private company therefore does not currently have an official ticker symbol. See more information about WorkWave. Get Started with ZoomInfo. • [WorkWave Names Melinda Vedder as Chief Human R",2026-06-16T06:42:41.355501
WorkWave,2.2_funding,"""WorkWave"" (crunchbase OR ""funding round"" OR ""series A"" OR ""annual revenue"" OR ""Q3 results"" OR ""Q4 results"" OR ""earnings report"" OR ""raised"")",serper,True,,"{""has_funding"": true, ""total_funding"": null, ""stage"": ""unknown"", ""investors"": []}","• [WorkWave - Crunchbase Company Profile & Funding](https://www.crunchbase.com/organization/marathon-data-systems)   WorkWave delivers innovative software and fintech solutions to the millions of hardworking service professionals that keep the world safe, clean and beautiful. • [TEAM Software acquired by WorkWave - Crunchbase Acquisition ...](https://www.crunchbase.com/acquisition/marathon-data-systems-acquires-team-software--1b23f9d1)   Acquiring Organization: WorkWave Logo. WorkWave WorkWave is a provider of software and solutions that help mobile service companies thrive. Announced Date. • ",2026-06-16T06:43:27.540337
WorkWave,2.3_customers,"site:www.workwave.com (""trusted by"" OR ""customers"" OR ""teams relying on"" OR ""clients"" OR ""case studies"" OR ""success stories"" OR ""investor relations"" OR ""annual report"")",serper,True,,"{""customer_count_estimate"": ""unknown"", ""size_signal"": ""enterprise"", ""evidence"": ""No numeric customer count found in the provided results. Homepage snippet lists notable customer logos: “Our Customers. Rollins. Rentokil. Senske Services. Trugreen. GardaWorld.”""}",• [3 Ways to Re-Engage Lost Customers - WorkWave](https://www.workwave.com/blog/3-ways-to-re-engage-lost-customers)   Looking for ways to retain and re-engage with lost field service customers? Read our blog on 3 things you can do to win back a lost customer. • [How To Get More Pressure Washing Contracts - WorkWave](https://www.workwave.com/blog/how-to-get-more-pressure-washing-contracts)   Providing impeccable customer service and making sure to follow up with previous clients go a long way. Not only are previous customers more likely to use your ... • [How WorkWave Is Committed to Helping It,2026-06-16T06:43:51.931004
WorkWave,3.1_job_postings,"(site:greenhouse.io OR site:boards.greenhouse.io OR site:jobs.lever.co OR site:*.myworkdayjobs.com OR site:jobs.taleo.net OR site:icims.com OR site:careers.smartrecruiters.com OR site:successfactors.com OR site:wellfound.com/company OR site:jobs.ashbyhq.com) ""WorkWave"" careers",serper,True,,"{""has_openings"": true, ""job_titles"": [""Sales Operations Analyst"", ""Communications & Brand Strategist"", ""Director, Revenue Operations"", ""Enterprise Sales Engineer"", ""Manager, Web Strategy"", ""Enterprise Account Manager"", ""Collections Specialist"", ""Cloud Security Engineer""], ""departments"": [""Sales"", ""Revenue Operations"", ""Marketing"", ""Finance"", ""Engineering""], ""total_count"": 8}","• [WorkWave - Lever](https://jobs.lever.co/workwave)   Sales Operations Analyst. Remote — Full-timeRemote, US · WorkWave Home Page. We may use artificial intelligence (AI) tools to support parts of the hiring ... • [Communications & Brand Strategist - WorkWave - Lever](https://jobs.lever.co/workwave/db6c5745-d169-40fe-adca-fb465d951a12)   WorkWave is seeking a proactive and results-oriented Communications & Brand Strategist to help execute our internal and external communication strategies. • [Director, Revenue Operations - WorkWave - Lever](https://jobs.lever.co/workwave/6f48cda2-94ec-4ca9-87",2026-06-16T06:44:05.583730
WorkWave,3.2_expansion_news,"""WorkWave"" (expansion OR ""new office"" OR ""new market"" OR ""new headquarters"" OR ""hiring"" OR ""growing team"" OR ""series"" OR ""acqui"") after:2024-01-01",serper,True,,"{""has_signals"": true, ""news_headlines"": [""WorkWave hiring Director, Revenue Operations in United States"", ""WorkWave™ Careers and Employment | Indeed.com"", ""WorkWave - Lever"", ""[Hiring] Account Executive @WorkWave - Remote jobs""], ""signal_types"": [""hiring""], ""summary"": ""Recent job postings and careers pages indicate WorkWave is actively hiring, including revenue operations and sales roles, with Indeed listing 32 open jobs.""}","• [Hiring Posts - WorkWave](https://www.workwave.com/category/hiring)   Learn how WorkWave is taking a data-driven approach to talent management. By partnering with Caliper, we're not just hiring for a role—we're investing in ... • [Hire by WorkWave: Applicant Tracking System for Cleaning & Security](https://teamsoftware.com/en-gb/hire-by-workwave)   Hire by WorkWave helps you fill positions quickly and keep contracts staffed, automating the entire hiring process through one service provider. Get Started ... • [WorkWave hiring Director, Revenue Operations in United States](https://www.linkedin",2026-06-16T06:44:21.756285
WorkWave,4.0_synthesis,[LLM synthesis - no search],llm,True,,"{""summary"": ""WorkWave appears to be a strong ICP fit as an enterprise-scale private software and fintech provider serving field service professionals. Current hiring across Revenue Operations, Sales Operations, Enterprise Sales, Web Strategy, and Cloud Security suggests active investment in go-to-market infrastructure, digital growth, and operational maturity. The combination of enterprise scale and revenue-focused hiring indicates likely budget, complexity, and urgency for solutions that improve sales efficiency, pipeline visibility, security, or customer acquisition. Lack of funding and customer-count data creates some uncertainty, but available signals support proactive outreach."", ""icp_score"": 8, ""recommended_action"": ""reach_out"", ""key_buying_signals"": [""Hiring for Director of Revenue Operations and Sales Operations Analyst roles"", ""Active enterprise GTM hiring including Enterprise Sales Engineer and Enterprise Account Manager"", ""Investment in web strategy and cloud security roles"", ""Enterprise-scale software and fintech company with likely complex sales and operational needs""]}",,2026-06-16T06:44:31.522753
CINC,1.1_official_url,CINC official website,serper,True,,"{""official_url"": ""https://www.cincpro.com/""}","• [CIBC U.S.: Commercial Banking, Personal Banking, Wealth ...](https://us.cibc.com/en/home.html)   CIBC U.S. provides tailored commercial and personal banking services, private wealth management and small business financial solutions from coast to coast. • [CINC (Commissions Inc): All-In-One Real Estate CRM Platform](https://www.cincpro.com/)   CINC (Commissions, Inc.) is the #1 all-in-one real estate lead generation & conversion CRM platform for teams and top agents. • [CIBC Websites](https://www.cibc.com/en/cibc-websites.html)   CIBC Websites · Personal Banking · Business Banking · Investor",2026-06-16T06:43:26.149525
CINC,1.2_linkedin,"site:linkedin.com/company ""CINC""",serper,True,,"{""linkedin_url"": ""https://www.linkedin.com/company/cincpro"", ""industry"": ""Technology, Information and Internet"", ""description"": ""CINC is an all-in-one real estate lead generation and conversion CRM platform for teams and top agents."", ""employee_count_estimate"": """"}","• [CINC Systems - LinkedIn](https://www.linkedin.com/company/cincsystems)   Website: http://www.cincsystems.com. External link for CINC Systems ; Industry: Software Development ; Company size: 201-500 employees ; Headquarters: Duluth, GA. • [CINC - LinkedIn](https://www.linkedin.com/company/cincpro)   CINC (Commissions, Inc.) is the #1 all-in-one real estate lead generation & conversion CRM platform for teams and top agents. • [Commissions Inc. (CINC) - LinkedIn](https://www.linkedin.com/company/commissions-inc)   Commissions Inc. (CINC). Technology, Information and Internet. Marietta, Georgia",2026-06-16T06:43:47.610631
CINC,2.1_public_market,"""CINC"" (ticker OR ""market cap"" OR site:finance.yahoo.com OR site:marketwatch.com)",serper,True,,"{""is_public"": false, ""ticker"": null, ""exchange"": null, ""market_cap"": null}","• [CINC - Yahoo Finance](https://finance.yahoo.com/quote/CINC/)   No information is available for this page. · Learn why • [Buy CinCor Pharma Stock – CINC Stock Quote Today & Investment ...](https://public.com/stocks/cinc)   What is the market cap for CINC stock? As of Jun 11, 2026, the market cap for CINC stock is $1.28B. What is the P/E ratio for CINC stock? The current P/E ... • [CinCor Pharma: CINC Stock Price Quote & News | Robinhood](https://robinhood.com/us/en/stocks/CINC/)   CINC Key Statistics. Market cap. 1.27B. Market cap1.27B. Price-Earnings ratio. -12.67. Price-Earnings ratio-12.6",2026-06-16T06:43:57.548389
CINC,2.2_funding,"""CINC"" (crunchbase OR ""funding round"" OR ""series A"" OR ""annual revenue"" OR ""Q3 results"" OR ""Q4 results"" OR ""earnings report"" OR ""raised"")",serper,True,,"{""has_funding"": true, ""total_funding"": null, ""stage"": ""unknown"", ""investors"": []}",• [CINC - Crunchbase Company Profile & Funding](https://www.crunchbase.com/organization/commissions-inc)   When was the last funding round for CINC ? CINC closed its last funding round on. obfuscated. obfuscation. from a Venture - Series Unknown round. Who are CINC ' ... • [CINC Systems - Crunchbase Company Profile & Funding](https://www.crunchbase.com/organization/cinc-systems)   CINC Systems Logo CINC Systems. Section: Overview. Actions ... When was the last funding round for CINC Systems ? CINC Systems closed its last funding round on. • [Funding Round - Private Equity Round - CINC Systems ,2026-06-16T06:44:10.405373
CINC,2.3_customers,"site:www.cincpro.com (""trusted by"" OR ""customers"" OR ""teams relying on"" OR ""clients"" OR ""case studies"" OR ""success stories"" OR ""investor relations"" OR ""annual report"")",serper,True,,"{""customer_count_estimate"": ""unknown"", ""size_signal"": ""smb"", ""evidence"": ""Search results show CINC targets real estate agents/teams and references client/customer workflows, but no customer-count milestone is visible. Notable logo surfaced: RE/MAX via 'Real Estate CRM and Lead Management Best Practices from a RE/MAX Team Leader.'""}","• [From Click to Close: Winning More Clients with Smarter Real Estate ...](https://www.cincpro.com/blog/from-click-to-close-winning-more-clients-with-smarter-real-estate-tech)   Keep track of your prospects, leads, and customers. Consumer Website ... So when you start to think about providing your clients, or your existing ... • [CINC (Commissions Inc): All-In-One Real Estate CRM Platform](https://www.cincpro.com/)   Features, Success Stories, & Resources. Excellence in ... ""CINC is most helpful with allowing the many ways to keep in contact with prospective clients. • [Leads, Listings, and th",2026-06-16T06:44:27.980149
CINC,3.1_job_postings,"(site:greenhouse.io OR site:boards.greenhouse.io OR site:jobs.lever.co OR site:*.myworkdayjobs.com OR site:jobs.taleo.net OR site:icims.com OR site:careers.smartrecruiters.com OR site:successfactors.com OR site:wellfound.com/company OR site:jobs.ashbyhq.com) ""CINC"" careers",serper,True,,"{""has_openings"": false, ""job_titles"": [], ""departments"": [], ""total_count"": 0}","• [Today's Flow Careers - Insights and Opportunities - Wellfound](https://wellfound.com/company/today-s-flow-1)   Amb Today's Flow només necessitaràs cinc minuts per informar-te de tot allò que més t'interessa: cultura, política, esports, tecnologia, economia i molts ... • [Legal Specialist I, II-District Attorney's Office - Myworkdayjobs.com](https://wycokck.wd1.myworkdayjobs.com/en-US/RECExternalCareers/job/Legal-Specialist-I--II-District-Attorney-s-Office_JR26-00290)   ... CINC, Care in Treatment, Forfeitures.) Legal Research: Research and analyze legal documents, statutes, and case law to ",2026-06-16T06:44:40.558499
CINC,3.2_expansion_news,"""CINC"" (expansion OR ""new office"" OR ""new market"" OR ""new headquarters"" OR ""hiring"" OR ""growing team"" OR ""series"" OR ""acqui"") after:2024-01-01",serper,True,,"{""has_signals"": false, ""news_headlines"": [], ""signal_types"": [""stable""], ""summary"": ""No valid recent expansion, hiring, funding, or contracting signals found for CINC at cincpro.com; most results refer to unrelated CINC Systems.""}","• [CINC Systems Careers and Employment | Indeed.com](https://www.indeed.com/cmp/Cinc-Systems)   What is the hiring process at CINC Systems? The interview process takes about two weeks. Overall, the interview experience is rated as average. . How ... • [Careers at CINC Systems - CAM Management](https://cincsystems.com/about-us/careers)   We celebrate team wins over individual accolades—because supporting each other drives lasting success. Cinc Systems. Join our growing team. • [Business Systems Administrator, Client Operations - LinkedIn](https://www.linkedin.com/jobs/view/business-systems-admi",2026-06-16T06:45:02.539126
CINC,4.0_synthesis,[LLM synthesis - no search],llm,True,,"{""summary"": ""CINC is an SMB-sized private real estate technology company offering an all-in-one lead generation and CRM platform for agents and teams. The company appears relevant if targeting B2B SaaS, real estate tech, or CRM-driven organizations, but there are no current growth indicators such as hiring, funding, expansion news, or customer scale data. With limited evidence of active investment or expansion, it is a moderate-fit account best kept under observation until stronger buying intent emerges."", ""icp_score"": 5, ""recommended_action"": ""monitor"", ""key_buying_signals"": [""Operates a CRM and lead conversion platform, indicating reliance on sales and marketing technology"", ""Serves real estate teams and top agents, suggesting a B2B SaaS go-to-market model""]}",,2026-06-16T06:45:14.970841
Accela,1.1_official_url,Accela official website,serper,True,,"{""official_url"": ""https://www.accela.com""}","• [E-Permits Portal - Accela Citizen Access](https://aca-prod.accela.com/BALTIMORE/Default.aspx)   Baltimore City is pleased to offer our residents, businesses, and visitors access to permitting services and code enforcement information online 24 hours a day. • [Login | FusionAuth](https://aca-prod.accela.com/COC/Login.aspx)   A Single Sign-On solution for your entire enterprise. Need to create an account? Register Now • [Accela Citizen Access - Baltimore County Government](https://citizenaccess.baltimorecountymd.gov/CitizenAccess/Default.aspx)   Baltimore County Online Services Baltimore Coun",2026-06-16T06:44:38.733343
Accela,1.2_linkedin,"site:linkedin.com/company ""Accela""",serper,True,,"{""linkedin_url"": ""https://www.linkedin.com/company/accela-inc-"", ""industry"": ""Software Development"", ""description"": ""Accela provides a market-leading SaaS platform that helps state and local governments build thriving communities."", ""employee_count_estimate"": """"}","• [Accela - LinkedIn](https://www.linkedin.com/company/accela-inc-)   Accela provides a market-leading platform of SaaS solutions that empower state and local governments to build thriving communities. • [Accela: Culture - LinkedIn](https://www.linkedin.com/company/accela-inc-/life)   Accela offers employees a culture that emphasizes performance, productivity and collaboration. You can't help but feel empowered, engaged and motivated. • [Accela Healthcare - LinkedIn](https://www.linkedin.com/company/accela-healthcare)   With over 20 years of experience owning and operating Long Term Care facil",2026-06-16T06:44:50.113577
Accela,2.1_public_market,"""Accela"" (ticker OR ""market cap"" OR site:finance.yahoo.com OR site:marketwatch.com)",serper,True,,{},"• [Invest and Sell Accela Stock - Forge Global](https://forgeglobal.com/accela_stock/)   Accela is a privately held company and therefore does not have a public stock price. However, you may access Accela private market stock price with Forge Data. • [Accela: Government Software and Services](https://www.accela.com/)   Accela provides cloud-based solutions to enhance government operations, boost efficiency, and improve citizen engagement. • [Financials - CB Insights](https://www.cbinsights.com/company/accela/financials)   JavaScript is disabled. In order to continue, we need to verify that you",2026-06-16T06:44:57.635301
Accela,2.2_funding,"""Accela"" (crunchbase OR ""funding round"" OR ""series A"" OR ""annual revenue"" OR ""Q3 results"" OR ""Q4 results"" OR ""earnings report"" OR ""raised"")",serper,True,,"{""has_funding"": true, ""total_funding"": ""$236M"", ""stage"": ""series_c_plus"", ""investors"": []}","• [Accela - Crunchbase Company Profile & Funding](https://www.crunchbase.com/organization/accela)   Accela provides market-leading SaaS solutions that help governments worldwide to build thriving communities, grow businesses, and protect citizens' services. • [Private Equity Round - Accela - Crunchbase Funding Round Profile](https://www.crunchbase.com/funding_round/accela-private-equity--f787d704)   Advanced Search. Start Free Trial. Talk With Sales. Pricing · Log In · Log In. Private Equity Round - Accela Logo. Funding Round. Private Equity Round - Accela. • [Accela Worldwide Solutions - Crun",2026-06-16T06:45:10.134122
Accela,2.3_customers,"site:www.accela.com (""trusted by"" OR ""customers"" OR ""teams relying on"" OR ""clients"" OR ""case studies"" OR ""success stories"" OR ""investor relations"" OR ""annual report"")",serper,True,,"{""customer_count_estimate"": ""2,200+ government agency customers"", ""size_signal"": ""enterprise"", ""evidence"": ""Accela is described in company materials as serving 2,200+ government agencies; customer/success-story logos include large public-sector clients such as City and County of Denver, City of San Diego, City of Seattle, Salt Lake City, and Montgomery County.""}",• [Customers Speak: Why Accela?](https://www.accela.com/resources/videos/customers-speak-why-accela/)   Customers Speak: Why Accela? Length: 2:54. Hear Accela customers discuss ... Success Stories · White Papers · CIO · FAQ. About. Accela Overview · Press Releases ... • [Customers Speak: The Benefits and Ease of Moving to the Cloud](https://www.accela.com/resources/videos/customers-speak-the-benefits-and-ease-of-moving-to-the-cloud/)   ... Customers Speak: The Benefits and Ease of Moving to the Cloud. saas-video ... Success Stories · White Papers · CIO · FAQ. About. Accela Overview · Press Rel,2026-06-16T06:45:26.330578
Accela,3.1_job_postings,"(site:greenhouse.io OR site:boards.greenhouse.io OR site:jobs.lever.co OR site:*.myworkdayjobs.com OR site:jobs.taleo.net OR site:icims.com OR site:careers.smartrecruiters.com OR site:successfactors.com OR site:wellfound.com/company OR site:jobs.ashbyhq.com) ""Accela"" careers",serper,True,,"{""has_openings"": true, ""job_titles"": [""Operations Support Analyst (Contractor)"", ""Consultant"", ""Account Executive"", ""Technical Training Specialist""], ""departments"": [""Operations"", ""Professional Services"", ""Sales"", ""Training""], ""total_count"": 4}",• [Jobs at Accela - Greenhouse](http://job-boards.greenhouse.io/accela)   Current openings at Accela. About us: Accela is the industry pioneer ... Level-up your career by having opportunities at Accela sent directly to your inbox. • [Job Application for Operations Support Analyst (Contractor) at Accela](http://job-boards.greenhouse.io/accela/jobs/7913360)   Accela is hiring a contractor to support email deliverability operations for our Public Portal product. This role resolves email delivery failures — primarily ... • [Job Application for Consultant at Accela - Greenhouse](https://job-boards.,2026-06-16T06:46:11.379307
Accela,3.2_expansion_news,"""Accela"" (expansion OR ""new office"" OR ""new market"" OR ""new headquarters"" OR ""hiring"" OR ""growing team"" OR ""series"" OR ""acqui"") after:2024-01-01",serper,True,,"{""has_signals"": true, ""news_headlines"": [""Accela hiring Business Development Representative in Kansas City"", ""Job Application for Operations Support Analyst (Contractor) at Accela"", ""Accela Jobs (June 2026) - Startup Jobs"", ""In-Demand Jobs in GovTech Hiring Now - Accela""], ""signal_types"": [""hiring""], ""summary"": ""Accela shows active hiring signals across sales, operations support, cybersecurity, and account executive roles in 2026.""}","• [In-Demand Jobs in GovTech Hiring Now - Accela](https://www.accela.com/blog/in-demand-jobs-in-govtech-hiring-now/)   In-Demand Jobs in GovTech Hiring Now. Profile picutre of Accela ... Submit your agency for a chance to be featured in our future Customer Spotlight series. • [Accela hiring Business Development Representative in Kansas City ...](https://www.linkedin.com/jobs/view/business-development-representative-at-accela-4422242658)   Accela provides a robust, cloud-based platform of government software solutions that accelerate growth, efficiency, and transparency in communities of all si",2026-06-16T06:46:28.487956
Accela,4.0_synthesis,[LLM synthesis - no search],llm,True,,"{""summary"": ""Accela is a strong mid-market GovTech SaaS company with substantial funding ($236M) and a large installed base of 2,200+ government agency customers. Current hiring across sales, consulting, operations support, and technical training suggests ongoing growth and potential investment in go-to-market, customer delivery, and enablement functions. Its scale, SaaS model, and public-sector customer base make it a compelling target if your offering supports software companies, government-focused vendors, sales expansion, customer success, implementation, or operational efficiency."", ""icp_score"": 8, ""recommended_action"": ""reach_out"", ""key_buying_signals"": [""Hiring for Account Executive and Business Development roles indicates active go-to-market expansion"", ""Hiring for Consultant, Operations Support Analyst, and Technical Training Specialist suggests investment in customer delivery and support capacity""]}",,2026-06-16T06:46:39.180034
